id,nft_rank,rarity score,img_url,is_one_of_one,background,body,eyes,look,mouth,gender,accessory,outfit,food,facial hair,trait_count,background,body,eyes,look,mouth,gender,accessory,outfit,food,facial hair,trait_count
4818,5572,150.87,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4818,No,Magenta,Droopy Warm,Sparkles,None,Teeth,Jenny,White Headset,None,None,None,4,18.4,14.4,20.7,1.1,22.3,2.0,66.6,1.8,1.1,1.1,1.5
3814,5584,150.67,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3814,No,Carob,Hay Warm,Sparkles,None,Cigarette,Jack,Red Cap,None,None,None,4,17.7,10.0,20.7,1.1,26.1,2.0,67.7,1.8,1.1,1.1,1.5
518,5611,150.22,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/518,No,Chamomile,Flappy Treasure,Sparkles,None,Shy,Jenny,None,Yellow Turtleneck,None,None,4,16.3,14.6,20.7,1.1,28.6,2.0,1.7,61.5,1.1,1.1,1.5
5161,5630,150.07,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5161,No,Light Blue,Flappy Turquoise,Sparkles,None,Natural,Jack,Blue Bandana,None,None,None,4,17.2,31.1,20.7,1.1,5.4,2.0,67.1,1.8,1.1,1.1,1.5
5019,5714,149.05,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5019,No,Carob,Hay Purple,Sparkles,None,Sweetie,Jack,Yellow Scarf,None,None,None,3,17.7,10.7,20.7,1.1,16.9,2.0,68.3,1.8,1.1,1.1,7.8
1278,5726,148.90,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1278,No,Pink,Hay Pastel,Sparkles,None,Braces,Jenny,Green Bucket Hat,None,None,None,5,18.7,19.4,20.7,1.1,15.2,2.0,62.9,1.8,1.1,1.1,4.9
389,5759,148.52,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/389,No,Chamomile,Knotty Cool,Sparkles,None,Disagree,Jack,Blue Cap,None,None,None,5,16.3,22.8,20.7,1.1,22.4,2.0,54.4,1.8,1.1,1.1,4.9
508,5779,148.33,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/508,No,Light Blue,Flappy Cool,Sparkles,None,Whine,Jenny,Green Bucket Hat,None,None,None,4,17.2,15.2,20.7,1.1,23.8,2.0,62.9,1.8,1.1,1.1,1.5
4925,5781,148.31,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4925,No,Orange,Hay Warm,Sparkles,None,Happy,Jack,Straw Hat,None,None,None,4,17.1,10.0,20.7,1.1,18.7,2.0,73.2,1.8,1.1,1.1,1.5
6714,5783,148.29,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6714,No,Lime,Hay Treasure,Sparkles,None,Teeth,Jack,Black Cap,None,None,None,4,16.2,17.1,20.7,1.1,22.3,2.0,63.4,1.8,1.1,1.1,1.5
7011,5802,148.10,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7011,No,Starry Sand,Hay Cool,Sparkles,None,Shy,Jenny,None,Blue Hoodie,None,None,4,33.7,10.6,20.7,1.1,28.6,2.0,1.7,46.0,1.1,1.1,1.5
6473,5817,147.92,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6473,No,Chamomile,Hay Pastel,Sparkles,None,Braces,Jenny,None,Yellow Turtleneck,None,None,3,16.3,19.4,20.7,1.1,15.2,2.0,1.7,61.5,1.1,1.1,7.8
296,5836,147.75,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/296,No,Lavender,Flappy Treasure,Sparkles,None,Playful,Jenny,Yellow Scarf,None,None,None,4,16.4,14.6,20.7,1.1,19.1,2.0,68.3,1.8,1.1,1.1,1.5
4567,5849,147.62,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4567,No,Light Blue,Hay Pastel,Sparkles,None,Sweetie,Jenny,None,Cherry Turtleneck,None,None,4,17.2,19.4,20.7,1.1,16.9,2.0,1.7,65.0,1.1,1.1,1.5
4151,5861,147.51,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4151,No,Chamomile,Hay Cool,Sparkles,None,Bubble Gum,Jenny,None,Cherry Turtleneck,None,None,4,16.3,10.6,20.7,1.1,26.4,2.0,1.7,65.0,1.1,1.1,1.5
3005,5919,146.89,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3005,No,Magenta,Hay Pastel,Sparkles,None,Sweetie,Jenny,Red Bucket Hat,None,None,None,4,18.4,19.4,20.7,1.1,16.9,2.0,62.9,1.8,1.1,1.1,1.5
3643,5930,146.69,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3643,No,Magenta,Hay Purple,Sparkles,None,Natural,Jenny,None,Blue Tld Tee,None,None,4,18.4,10.7,20.7,1.1,5.4,2.0,1.7,83.0,1.1,1.1,1.5
4456,5937,146.60,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4456,No,Chamomile,Flappy Treasure,Sparkles,None,Shy,Jack,Blue Cap,None,None,None,5,16.3,14.6,20.7,1.1,28.6,2.0,54.4,1.8,1.1,1.1,4.9
2902,5958,146.35,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2902,No,Orange,Hay Purple,Sparkles,None,Natural,Jenny,Earrings,None,None,None,4,17.1,10.7,20.7,1.1,5.4,2.0,83.9,1.8,1.1,1.1,1.5
7260,5972,146.19,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7260,No,Pink,Hay Warm,Sparkles,None,Whine,Jenny,Orange Bucket Hat,None,None,None,4,18.7,10.0,20.7,1.1,23.8,2.0,64.4,1.8,1.1,1.1,1.5
6885,5975,146.14,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6885,No,Blue,Hay Cool,Sparkles,None,Yawn,Jenny,White Headset,None,None,None,3,16.8,10.6,20.7,1.1,16.6,2.0,66.6,1.8,1.1,1.1,7.8
563,5985,146.04,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/563,No,Starry Green,Hay Cool,Sparkles,None,Braces,Jack,None,Mint Hoodie,None,None,4,44.8,10.6,20.7,1.1,15.2,2.0,1.7,46.3,1.1,1.1,1.5
4227,5992,145.95,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4227,No,Metropol Dawn,Hay Cool,Sparkles,None,Yawn,Jack,Black Cap,None,None,None,4,26.1,10.6,20.7,1.1,16.6,2.0,63.4,1.8,1.1,1.1,1.5
7698,6001,145.84,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7698,No,Burgundy,Flappy Turquoise,Sparkles,None,Disagree,Jack,None,Mint Hoodie,None,None,4,16.9,31.1,20.7,1.1,22.4,2.0,1.7,46.3,1.1,1.1,1.5
6899,6010,145.72,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6899,No,Lavender,Hay Snow,Sparkles,None,Simple Smile,Jenny,Red Bucket Hat,None,None,None,4,16.4,10.9,20.7,1.1,26.2,2.0,62.9,1.8,1.1,1.1,1.5
1404,6024,145.55,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1404,No,Carob,Hay Snow,Sparkles,None,Natural,Jack,Red Bandana,None,None,None,3,17.7,10.9,20.7,1.1,5.4,2.0,76.0,1.8,1.1,1.1,7.8
1075,6031,145.47,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1075,No,Magenta,Hay Blue,Sparkles,None,Teeth,Jack,None,Blue Hoodie,None,None,4,18.4,29.6,20.7,1.1,22.3,2.0,1.7,46.0,1.1,1.1,1.5
3812,6051,145.21,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3812,No,Orange,Hay Purple,Sparkles,None,Sweetie,Jack,Tank Chain,None,None,None,4,17.1,10.7,20.7,1.1,16.9,2.0,71.3,1.8,1.1,1.1,1.5
5758,6067,145.05,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5758,No,Metropol Night,Hay Warm,Sparkles,None,Natural,Jack,Red Bandana,None,None,None,4,24.4,10.0,20.7,1.1,5.4,2.0,76.0,1.8,1.1,1.1,1.5
2984,6086,144.84,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2984,No,Metropol Sunset,Hay Treasure,Sparkles,Naked,Disagree,Jack,None,None,None,None,3,25.3,17.1,20.7,43.8,22.4,2.0,1.7,1.8,1.1,1.1,7.8
6981,6113,144.32,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6981,No,Metropol Night,Hay Cool,Sparkles,None,Bubble Gum,Jack,None,Blue Turtleneck,None,None,4,24.4,10.6,20.7,1.1,26.4,2.0,1.7,53.7,1.1,1.1,1.5
5896,6127,144.19,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5896,No,Purple,Hay Cool,Sparkles,Naked,Mocking,Jenny,None,None,None,None,3,17.8,10.6,20.7,43.8,35.8,2.0,1.7,1.8,1.1,1.1,7.8
3213,6161,143.88,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3213,No,Pink,Flappy Cool,Sparkles,None,Natural,Jack,Green Bandana,None,None,None,5,18.7,15.2,20.7,1.1,5.4,2.0,71.9,1.8,1.1,1.1,4.9
1102,6228,143.09,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1102,No,Purple,Flappy Treasure,Sparkles,None,Natural,Jack,Red Bandana,None,None,None,4,17.8,14.6,20.7,1.1,5.4,2.0,76.0,1.8,1.1,1.1,1.5
7065,6243,142.98,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7065,No,Carob,Flappy Turquoise,Sparkles,None,Happy,Jack,None,Mint Hoodie,None,None,4,17.7,31.1,20.7,1.1,18.7,2.0,1.7,46.3,1.1,1.1,1.5
6058,6262,142.71,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6058,No,Carob,Droopy Warm,Sparkles,None,Natural,Jack,Red Bandana,None,None,None,4,17.7,14.4,20.7,1.1,5.4,2.0,76.0,1.8,1.1,1.1,1.5
2982,6290,142.40,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2982,No,Chamomile,Droopy Snow,Sparkles,None,Braces,Jenny,None,Yellow Turtleneck,None,None,4,16.3,20.2,20.7,1.1,15.2,2.0,1.7,61.5,1.1,1.1,1.5
4920,6329,141.86,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4920,No,Blue,Droopy Warm,Sparkles,None,Natural,Jack,Red Bandana,None,None,None,4,16.8,14.4,20.7,1.1,5.4,2.0,76.0,1.8,1.1,1.1,1.5
3382,6335,141.79,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3382,No,Orange,Hay Snow,Sparkles,None,Sweetie,Jenny,None,Red Jumper,None,None,4,17.1,10.9,20.7,1.1,16.9,2.0,1.7,67.7,1.1,1.1,1.5
3842,6356,141.54,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3842,No,Orange,Droopy Snow,Sparkles,None,Grin,Jack,None,Mint Hoodie,None,None,4,17.1,20.2,20.7,1.1,28.8,2.0,1.7,46.3,1.1,1.1,1.5
3549,6385,141.17,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3549,No,Magenta,Droopy Blue,Sparkles,None,Natural,Jack,Green Beanie,None,None,None,4,18.4,39.9,20.7,1.1,5.4,2.0,48.2,1.8,1.1,1.1,1.5
3209,6427,140.71,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3209,No,Blue,Hay Cool,Sparkles,None,Playful,Jenny,None,Yellow Fitness,None,None,4,16.8,10.6,20.7,1.1,19.1,2.0,1.7,65.0,1.1,1.1,1.5
1059,6434,140.65,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1059,No,Starry Green,Flappy Cool,Sparkles,None,Natural,Jenny,Purple Beanie,None,None,None,4,44.8,15.2,20.7,1.1,5.4,2.0,46.0,1.8,1.1,1.1,1.5
1559,6445,140.52,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1559,No,Purple,Hay Snow,Sparkles,None,Shy,Jenny,None,Red Stripe Tee,None,None,4,17.8,10.9,20.7,1.1,28.6,2.0,1.7,54.1,1.1,1.1,1.5
1257,6449,140.49,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1257,No,Blue,Hay Warm,Sparkles,None,Braces,Jenny,Red Bucket Hat,None,None,None,3,16.8,10.0,20.7,1.1,15.2,2.0,62.9,1.8,1.1,1.1,7.8
4109,6453,140.47,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4109,No,Pink,Droopy Snow,Sparkles,None,Cigarette,Jenny,None,Mint Hoodie,None,None,4,18.7,20.2,20.7,1.1,26.1,2.0,1.7,46.3,1.1,1.1,1.5
6996,6505,139.78,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6996,No,Light Blue,Knotty Cool,Sparkles,Naked,Simple Smile,Jack,None,None,None,None,4,17.2,22.8,20.7,43.8,26.2,2.0,1.7,1.8,1.1,1.1,1.5
2639,6554,139.17,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2639,No,Blue,Hay Snow,Sparkles,None,Happy,Jack,Black Cap,None,None,None,4,16.8,10.9,20.7,1.1,18.7,2.0,63.4,1.8,1.1,1.1,1.5
5661,6570,138.94,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5661,No,Metropol Night,Hay Purple,Sparkles,None,Shy,Jack,Purple Beanie,None,None,None,4,24.4,10.7,20.7,1.1,28.6,2.0,46.0,1.8,1.1,1.1,1.5
5138,6579,138.88,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5138,No,Purple,Droopy Snow,Sparkles,None,Playful,Jenny,None,Mint Hoodie,None,None,3,17.8,20.2,20.7,1.1,19.1,2.0,1.7,46.3,1.1,1.1,7.8
5719,6594,138.70,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5719,No,Purple,Hay Treasure,Sparkles,None,Shy,Jenny,None,Blue Hoodie,None,None,4,17.8,17.1,20.7,1.1,28.6,2.0,1.7,46.0,1.1,1.1,1.5
7872,6615,138.44,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7872,No,Starry Red,Hay Snow,Sparkles,None,Happy,Jenny,None,Blue Hoodie,None,None,4,33.6,10.9,20.7,1.1,18.7,2.0,1.7,46.0,1.1,1.1,1.5
2925,6618,138.40,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2925,No,Burgundy,Hay Purple,Sparkles,None,Happy,Jack,None,Green Turtleneck,None,None,4,16.9,10.7,20.7,1.1,18.7,2.0,1.7,62.9,1.1,1.1,1.5
6730,6619,138.40,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6730,No,Orange,Droopy Blue,Sparkles,None,Natural,Jack,None,Blue Stripe Tee,None,None,4,17.1,39.9,20.7,1.1,5.4,2.0,1.7,46.8,1.1,1.1,1.5
902,6648,138.00,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/902,No,Carob,Droopy Warm,Sparkles,None,Natural,Jack,Tank Chain,None,None,None,4,17.7,14.4,20.7,1.1,5.4,2.0,71.3,1.8,1.1,1.1,1.5
1330,6681,137.59,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1330,No,Orange,Hay Snow,Sparkles,None,Bubble Gum,Jenny,None,Aqua Puffer,None,None,3,17.1,10.9,20.7,1.1,26.4,2.0,1.7,47.7,1.1,1.1,7.8
7470,6688,137.52,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7470,No,Light Blue,Flappy Cool,Sparkles,None,Natural,Jack,Blue Bandana,None,None,None,5,17.2,15.2,20.7,1.1,5.4,2.0,67.1,1.8,1.1,1.1,4.9
2490,6715,137.23,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2490,No,Starry Plum,Flappy Treasure,Sparkles,None,Sweetie,Jenny,None,Pink Hoodie,None,None,4,30.7,14.6,20.7,1.1,16.9,2.0,1.7,45.8,1.1,1.1,1.5
6073,6735,137.03,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6073,No,Lavender,Flappy Mud,Sparkles,None,Sweetie,Jack,Red Beanie,None,None,None,4,16.4,27.9,20.7,1.1,16.9,2.0,46.6,1.8,1.1,1.1,1.5
4667,6806,136.30,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4667,No,Magenta,Hay Warm,Sparkles,None,Simple Smile,Jenny,None,Mint Hoodie,None,None,3,18.4,10.0,20.7,1.1,26.2,2.0,1.7,46.3,1.1,1.1,7.8
5702,6810,136.26,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5702,No,Chamomile,Hay Warm,Sparkles,None,Natural,Jack,Green Bandana,None,None,None,5,16.3,10.0,20.7,1.1,5.4,2.0,71.9,1.8,1.1,1.1,4.9
1489,6850,135.80,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1489,No,Purple,Hay Cool,Sparkles,None,Simple Smile,Jenny,None,Pink Hoodie,None,None,3,17.8,10.6,20.7,1.1,26.2,2.0,1.7,45.8,1.1,1.1,7.8
502,6885,135.35,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/502,No,Metropol Night,Hay Warm,Sparkles,None,Natural,Jenny,Green Bucket Hat,None,None,None,5,24.4,10.0,20.7,1.1,5.4,2.0,62.9,1.8,1.1,1.1,4.9
3425,6917,134.92,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3425,No,Purple,Hay Pastel,Sparkles,None,Teeth,Jenny,None,Orange Hoodie,None,None,4,17.8,19.4,20.7,1.1,22.3,2.0,1.7,46.3,1.1,1.1,1.5
3154,6944,134.57,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3154,No,Carob,Flappy Cool,Sparkles,None,Natural,Jenny,None,Blue Jumper,None,None,4,17.7,15.2,20.7,1.1,5.4,2.0,1.7,67.1,1.1,1.1,1.5
1011,6993,133.83,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1011,No,Chamomile,Hay Cool,Sparkles,None,Surprised,Jenny,None,Red Puffer,None,None,4,16.3,10.6,20.7,1.1,30.9,2.0,1.7,46.8,1.1,1.1,1.5
5663,7002,133.65,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5663,No,Metropol Dawn,Hay Warm,Sparkles,None,Natural,Jenny,Red Bucket Hat,None,None,None,4,26.1,10.0,20.7,1.1,5.4,2.0,62.9,1.8,1.1,1.1,1.5
2126,7005,133.63,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2126,No,Magenta,Hay Purple,Sparkles,None,Teeth,Jenny,None,Red Puffer,None,None,3,18.4,10.7,20.7,1.1,22.3,2.0,1.7,46.8,1.1,1.1,7.8
7071,7072,132.68,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7071,No,Metropol Night,Hay Purple,Sparkles,None,Natural,Jenny,Green Bucket Hat,None,None,None,4,24.4,10.7,20.7,1.1,5.4,2.0,62.9,1.8,1.1,1.1,1.5
1909,7128,132.03,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1909,No,Metropol Sunset,Flappy Treasure,Sparkles,None,Yawn,Jack,None,Mint Hoodie,None,None,4,25.3,14.6,20.7,1.1,16.6,2.0,1.7,46.3,1.1,1.1,1.5
7392,7130,132.02,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7392,No,Burgundy,Hay Warm,Sparkles,None,Natural,Jack,Blue Bandana,None,None,None,5,16.9,10.0,20.7,1.1,5.4,2.0,67.1,1.8,1.1,1.1,4.9
1526,7156,131.72,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1526,No,Pink,Hay Warm,Sparkles,None,Simple Smile,Jenny,None,Aqua Puffer,None,None,4,18.7,10.0,20.7,1.1,26.2,2.0,1.7,47.7,1.1,1.1,1.5
376,7165,131.55,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/376,No,Pink,Hay Snow,Sparkles,None,Bubble Gum,Jenny,None,Orange Hoodie,None,None,4,18.7,10.9,20.7,1.1,26.4,2.0,1.7,46.3,1.1,1.1,1.5
5624,7172,131.47,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5624,No,Chamomile,Hay Warm,Sparkles,None,Natural,Jack,Blue Bandana,None,None,None,5,16.3,10.0,20.7,1.1,5.4,2.0,67.1,1.8,1.1,1.1,4.9
2036,7186,131.08,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2036,No,Burgundy,Flappy Treasure,Sparkles,None,Natural,Jenny,None,Yellow Fitness,None,None,4,16.9,14.6,20.7,1.1,5.4,2.0,1.7,65.0,1.1,1.1,1.5
411,7189,131.03,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/411,No,Blue,Hay Purple,Sparkles,None,Bubble Gum,Jenny,None,Purple Puffer,None,None,4,16.8,10.7,20.7,1.1,26.4,2.0,1.7,47.9,1.1,1.1,1.5
6005,7197,130.88,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6005,No,Lavender,Flappy Cool,Sparkles,None,Whine,Jack,None,Mint Hoodie,None,None,4,16.4,15.2,20.7,1.1,23.8,2.0,1.7,46.3,1.1,1.1,1.5
3693,7224,130.40,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3693,No,Lime,Flappy Treasure,Sparkles,None,Natural,Jenny,None,Cherry Turtleneck,None,None,4,16.2,14.6,20.7,1.1,5.4,2.0,1.7,65.0,1.1,1.1,1.5
4838,7228,130.32,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4838,No,Carob,Hay Purple,Sparkles,None,Simple Smile,Jack,Red Beanie,None,None,None,4,17.7,10.7,20.7,1.1,26.2,2.0,46.6,1.8,1.1,1.1,1.5
5201,7303,129.19,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/5201,No,Metropol Dawn,Hay Purple,Sparkles,None,Natural,Jack,Blue Cap,None,None,None,5,26.1,10.7,20.7,1.1,5.4,2.0,54.4,1.8,1.1,1.1,4.9
6400,7307,129.14,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6400,No,Magenta,Hay Cool,Sparkles,None,Sweetie,Jenny,None,Red Stripe Tee,None,None,4,18.4,10.6,20.7,1.1,16.9,2.0,1.7,54.1,1.1,1.1,1.5
2772,7313,129.10,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/2772,No,Magenta,Hay Snow,Sparkles,None,Whine,Jack,None,Red Puffer,None,None,4,18.4,10.9,20.7,1.1,23.8,2.0,1.7,46.8,1.1,1.1,1.5
7693,7328,128.89,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7693,No,Chamomile,Hay Treasure,Sparkles,None,Yawn,Jenny,None,Mint Hoodie,None,None,5,16.3,17.1,20.7,1.1,16.6,2.0,1.7,46.3,1.1,1.1,4.9
3900,7347,128.70,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3900,No,Lavender,Hay Warm,Sparkles,None,Playful,Jack,None,Aqua Puffer,None,None,3,16.4,10.0,20.7,1.1,19.1,2.0,1.7,47.7,1.1,1.1,7.8
1001,7375,128.23,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1001,No,Mint,Droopy Warm,Sparkles,None,Teeth,Jenny,None,Pink Hoodie,None,None,4,16.6,14.4,20.7,1.1,22.3,2.0,1.7,45.8,1.1,1.1,1.5
4820,7380,128.18,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/4820,No,Lime,Flappy Treasure,Sparkles,None,Disagree,Jenny,None,Pink Hoodie,None,None,4,16.2,14.6,20.7,1.1,22.4,2.0,1.7,45.8,1.1,1.1,1.5
7954,7392,127.93,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/7954,No,Metropol Night,Hay Snow,Sparkles,None,Yawn,Jenny,None,Blue Stripe Tee,None,None,4,24.4,10.9,20.7,1.1,16.6,2.0,1.7,46.8,1.1,1.1,1.5
3169,7400,127.80,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/3169,No,Orange,Hay Snow,Sparkles,Naked,Cigarette,Jack,None,None,None,None,4,17.1,10.9,20.7,43.8,26.1,2.0,1.7,1.8,1.1,1.1,1.5
6341,7412,127.65,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/6341,No,Chamomile,Hay Snow,Sparkles,None,Playful,Jenny,None,Pink Hoodie,None,None,3,16.3,10.9,20.7,1.1,19.1,2.0,1.7,45.8,1.1,1.1,7.8
1930,7423,127.45,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1930,No,Orange,Flappy Cool,Sparkles,None,Playful,Jack,None,Red Puffer,None,None,4,17.1,15.2,20.7,1.1,19.1,2.0,1.7,46.8,1.1,1.1,1.5
1902,7426,127.42,QmTSgHvkYHEyxS3TdJ1hznkB1XXW7vXaraFiEwHV9vgdNP/1902,No,Blue,Hay Cool,Sparkles,None,Playful,Jenny,Green Beanie,None,None,None,5,16.8,10.6,20.7,1.1,19.1,2.0,48.2,1.8,1.1,1.1,4.9
